Questionnaire Name,Account Number,Account Name,Country,CDP Region,ParentSection,Section,Question Number,Question Name,Row Number,Water security risk drivers,Anticipated timescale,Estimated magnitude of potential impact,Estimated probability of impact,Risk description
Cities 2021,14088,Oslo kommune,Norway,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water stress,Medium-term (by 2050),Serious,Medium,"Oslo is in a vulnerable position as it experiences yearly population growth with increasing water supply demands, at the same time Oslo is dependent on few water sources where the main source supplies 90 % of the citys drinking water. The remaining 10 % comes from another nearby lake. In addition, periods of drought in summertime, like the one in 2018, might affect the capacity of drinking water production supply."
Cities 2021,14088,Oslo kommune,Norway,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Declining water quality,Medium-term (by 2050),Less Serious,Medium-low,Increased temperatures and heavy rain could increase pollution of water in the catchment area.
Cities 2021,14344,"City of Park City, UT",United States of America,North America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water stress,Current,Extremely serious,High,An increasing population coupled with increasing severity of drought is increasing water stress.
Cities 2021,14344,"City of Park City, UT",United States of America,North America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Drought,Current,Serious,High,"Park City meets the water needs of the community from ground water (underground water fed by snowpack), and imported surface water. The majority of our sources are ground water sources. These include the Judge Tunnel, Spiro Tunnel, Park Meadows Well, Divide Well, and Middle School Well. The increased likelihood of low-snow years could put stress on one of these water sources.A winter drought resulting in a low-snow year has immediate economic and social impacts. This year Park City area is experiencing water stress due to drought."
Cities 2021,14344,"City of Park City, UT",United States of America,North America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Inadequate or ageing water supply infrastructure,Short-term (by 2025),Less Serious,Medium,Stormwater infrastructure has sporadically experienced stress due to heavy rainfall in recent years.
Cities 2021,14344,"City of Park City, UT",United States of America,North America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,4,Severe weather events,Medium-term (by 2050),Serious,,"Rain storms are expected to become more severe causing flask floods and potential disruption to electricity. Snow is expected to become less frequent, but more severe. Blackouts as trees fall on power lines are possible."
Cities 2021,14874,"City of Portland, OR",United States of America,North America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,14874,"City of Portland, OR",United States of America,North America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,14874,"City of Portland, OR",United States of America,North America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,14874,"City of Portland, OR",United States of America,North America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,4,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,15515,Reading Borough Council,United Kingdom of Great Britain and Northern Ireland,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Drought,Medium-term (by 2050),Serious,Medium,"Drier, hotter summers are expected to increase drought risk over time"
Cities 2021,15515,Reading Borough Council,United Kingdom of Great Britain and Northern Ireland,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Increased water demand,Short-term (by 2025),Serious,Medium,"7,000 new homes are planned in the area by 2030 increasing demand for water."
